datetime,cpu,mem
Wed Sep 25 12:44:22 GMT 2019,0.1,34230
Wed Sep 25 12:44:28 GMT 2019,0.1,32902
Wed Sep 25 12:44:54 GMT 2019,32,11830
Wed Sep 25 12:45:00 GMT 2019,38,31396
Wed Sep 25 12:45:05 GMT 2019,46,28355
Wed Sep 25 12:45:36 GMT 2019,19,11867
Wed Sep 25 12:45:41 GMT 2019,0.1,31017
Wed Sep 25 12:45:47 GMT 2019,27,33140
Wed Sep 25 12:46:13 GMT 2019,33,11918
Wed Sep 25 12:46:19 GMT 2019,39,28943
Wed Sep 25 12:46:24 GMT 2019,48,28669
Wed Sep 25 12:46:55 GMT 2019,21,11928
Wed Sep 25 12:47:00 GMT 2019,0.1,28614
Wed Sep 25 12:47:05 GMT 2019,0.1,29123
Wed Sep 25 12:47:33 GMT 2019,0.1,11847
Wed Sep 25 12:47:38 GMT 2019,0.1,35181
Wed Sep 25 12:47:44 GMT 2019,0.1,28902
Wed Sep 25 12:48:15 GMT 2019,0.1,11863
Wed Sep 25 12:48:21 GMT 2019,42,33322
Wed Sep 25 12:48:26 GMT 2019,42,29584
Wed Sep 25 12:48:53 GMT 2019,31,11715
Wed Sep 25 12:48:58 GMT 2019,0.1,30341
Wed Sep 25 12:49:04 GMT 2019,0.1,35890
Wed Sep 25 12:49:34 GMT 2019,23,11794
Wed Sep 25 12:49:40 GMT 2019,0.1,33221
Wed Sep 25 12:49:45 GMT 2019,0.1,34713
Wed Sep 25 12:50:11 GMT 2019,30,11883
Wed Sep 25 12:50:17 GMT 2019,42,32739
Wed Sep 25 12:50:22 GMT 2019,46,36287
Wed Sep 25 12:50:53 GMT 2019,20,11917
Wed Sep 25 12:50:59 GMT 2019,0.1,30583
Wed Sep 25 12:51:04 GMT 2019,27,27995
Wed Sep 25 12:51:31 GMT 2019,36,12001
Wed Sep 25 12:51:36 GMT 2019,38,28108
Wed Sep 25 12:51:41 GMT 2019,47,29480
Wed Sep 25 12:52:12 GMT 2019,19,11831
Wed Sep 25 12:52:17 GMT 2019,0.1,34058
Wed Sep 25 12:52:23 GMT 2019,0.1,32560
Wed Sep 25 12:52:48 GMT 2019,31,11902
Wed Sep 25 12:52:54 GMT 2019,0.1,33425
Wed Sep 25 12:52:59 GMT 2019,0.1,33982
Wed Sep 25 12:53:05 GMT 2019,0.1,33881
Wed Sep 25 12:53:11 GMT 2019,26,31530
Wed Sep 25 12:53:16 GMT 2019,26,36843
Wed Sep 25 12:53:21 GMT 2019,25,35153
Wed Sep 25 12:53:27 GMT 2019,35,38041
Wed Sep 25 12:53:32 GMT 2019,35,31517
Wed Sep 25 12:53:38 GMT 2019,35,38992
Wed Sep 25 12:53:43 GMT 2019,35,34416
Wed Sep 25 12:53:49 GMT 2019,0.1,34378
Wed Sep 25 12:54:19 GMT 2019,0.1,11691
Wed Sep 25 12:54:25 GMT 2019,0.1,35159
Wed Sep 25 12:54:30 GMT 2019,0.1,35893
Wed Sep 25 12:54:56 GMT 2019,0.1,11863
Wed Sep 25 12:55:02 GMT 2019,0.1,29157
Wed Sep 25 12:55:07 GMT 2019,0.1,35964
Wed Sep 25 12:55:12 GMT 2019,0.1,36542
Wed Sep 25 12:55:18 GMT 2019,37,34146
Wed Sep 25 12:55:23 GMT 2019,37,36227
Wed Sep 25 12:55:29 GMT 2019,31,37444
Wed Sep 25 12:55:34 GMT 2019,36,33485
Wed Sep 25 12:55:40 GMT 2019,36,36743
Wed Sep 25 12:55:45 GMT 2019,36,52831
Wed Sep 25 12:55:51 GMT 2019,36,43279
Wed Sep 25 12:55:56 GMT 2019,0.1,42234
Wed Sep 25 12:56:26 GMT 2019,0.1,11892
Wed Sep 25 12:56:32 GMT 2019,38,35300
Wed Sep 25 12:56:37 GMT 2019,38,28874
Wed Sep 25 12:57:04 GMT 2019,38,11691
Wed Sep 25 12:57:10 GMT 2019,36,33611
Wed Sep 25 12:57:15 GMT 2019,47,34238
Wed Sep 25 12:57:47 GMT 2019,0.1,11840
Wed Sep 25 12:57:53 GMT 2019,43,24231
Wed Sep 25 12:57:58 GMT 2019,0.1,24266
Wed Sep 25 12:58:25 GMT 2019,0.1,11876
Wed Sep 25 12:58:30 GMT 2019,0.1,25445
Wed Sep 25 12:58:36 GMT 2019,0.1,24904
Wed Sep 25 12:59:06 GMT 2019,25,11902
Wed Sep 25 12:59:12 GMT 2019,0.1,24534
Wed Sep 25 12:59:17 GMT 2019,0.1,26170
Wed Sep 25 12:59:44 GMT 2019,0.1,11803
Wed Sep 25 12:59:49 GMT 2019,32,25481
Wed Sep 25 12:59:55 GMT 2019,38,27182
Wed Sep 25 13:00:25 GMT 2019,22,11831
Wed Sep 25 13:00:31 GMT 2019,0.1,23907
Wed Sep 25 13:00:36 GMT 2019,25,27253
Wed Sep 25 13:01:03 GMT 2019,25,11886
Wed Sep 25 13:01:08 GMT 2019,0.1,24790
Wed Sep 25 13:01:14 GMT 2019,0.1,25092
Wed Sep 25 13:01:45 GMT 2019,0.1,11681
Wed Sep 25 13:01:51 GMT 2019,40,23768
Wed Sep 25 13:01:56 GMT 2019,40,25393
Wed Sep 25 13:02:23 GMT 2019,40,11830
Wed Sep 25 13:02:28 GMT 2019,0.1,23784
Wed Sep 25 13:02:34 GMT 2019,0.1,21808
Wed Sep 25 13:03:05 GMT 2019,45,11803
Wed Sep 25 13:03:11 GMT 2019,31,25387
Wed Sep 25 13:03:16 GMT 2019,31,24745
Wed Sep 25 13:03:43 GMT 2019,24,11920
Wed Sep 25 13:03:48 GMT 2019,38,24975
Wed Sep 25 13:03:54 GMT 2019,39,28390
Wed Sep 25 13:04:24 GMT 2019,22,11803
Wed Sep 25 13:04:30 GMT 2019,0.1,25723
Wed Sep 25 13:04:35 GMT 2019,0.1,26807
Wed Sep 25 13:05:02 GMT 2019,40,11842
Wed Sep 25 13:05:07 GMT 2019,28,22269
Wed Sep 25 13:05:13 GMT 2019,38,24856
Wed Sep 25 13:05:43 GMT 2019,20,11887
Wed Sep 25 13:05:49 GMT 2019,0.1,23616
Wed Sep 25 13:05:54 GMT 2019,25,25114
Wed Sep 25 13:06:21 GMT 2019,25,11749
Wed Sep 25 13:06:26 GMT 2019,33,27037
Wed Sep 25 13:06:32 GMT 2019,37,24652
Wed Sep 25 13:07:02 GMT 2019,20,11811
Wed Sep 25 13:07:07 GMT 2019,34,24552
Wed Sep 25 13:07:13 GMT 2019,34,26615
Wed Sep 25 13:07:39 GMT 2019,34,11878
Wed Sep 25 13:07:45 GMT 2019,0.1,25342
Wed Sep 25 13:07:50 GMT 2019,38,25254
Wed Sep 25 13:08:21 GMT 2019,20,11882
Wed Sep 25 13:08:26 GMT 2019,0.1,22310
Wed Sep 25 13:08:32 GMT 2019,24,25359
Wed Sep 25 13:08:58 GMT 2019,24,11806
Wed Sep 25 13:09:04 GMT 2019,33,24298
Wed Sep 25 13:09:09 GMT 2019,39,25381
Wed Sep 25 13:09:40 GMT 2019,20,11814
Wed Sep 25 13:09:45 GMT 2019,0.1,24445
Wed Sep 25 13:09:51 GMT 2019,25,23974
Wed Sep 25 13:10:17 GMT 2019,25,11020
Wed Sep 25 13:10:23 GMT 2019,34,22352
Wed Sep 25 13:10:28 GMT 2019,39,24800
Wed Sep 25 13:11:01 GMT 2019,0.1,11808
Wed Sep 25 13:11:06 GMT 2019,44,27341
Wed Sep 25 13:11:12 GMT 2019,44,29589
Wed Sep 25 13:11:38 GMT 2019,0.1,11874
Wed Sep 25 13:11:44 GMT 2019,0.1,28800
Wed Sep 25 13:11:49 GMT 2019,0.1,30888
Wed Sep 25 13:12:20 GMT 2019,0.1,11845
Wed Sep 25 13:12:26 GMT 2019,43,31568
Wed Sep 25 13:12:31 GMT 2019,43,29430
Wed Sep 25 13:12:58 GMT 2019,25,11923
Wed Sep 25 13:13:04 GMT 2019,0.1,30545
Wed Sep 25 13:13:09 GMT 2019,38,35744
Wed Sep 25 13:13:40 GMT 2019,21,11819
Wed Sep 25 13:13:45 GMT 2019,0.1,28160
Wed Sep 25 13:13:51 GMT 2019,25,34160
Wed Sep 25 13:14:18 GMT 2019,23,11856
Wed Sep 25 13:14:23 GMT 2019,39,30686
Wed Sep 25 13:14:29 GMT 2019,38,30476
Wed Sep 25 13:14:59 GMT 2019,20,11905
Wed Sep 25 13:15:04 GMT 2019,0.1,30589
Wed Sep 25 13:15:10 GMT 2019,0.1,29748
Wed Sep 25 13:15:36 GMT 2019,34,11812
Wed Sep 25 13:15:41 GMT 2019,0.1,30678
Wed Sep 25 13:15:47 GMT 2019,0.1,32770
Wed Sep 25 13:15:52 GMT 2019,0.1,33466
Wed Sep 25 13:15:58 GMT 2019,0.1,33973
Wed Sep 25 13:16:03 GMT 2019,22,30906
Wed Sep 25 13:16:09 GMT 2019,31,33346
Wed Sep 25 13:16:14 GMT 2019,28,34782
Wed Sep 25 13:16:20 GMT 2019,28,32309
Wed Sep 25 13:16:25 GMT 2019,28,45130
Wed Sep 25 13:16:31 GMT 2019,28,36742
Wed Sep 25 13:16:36 GMT 2019,0.1,36493
Wed Sep 25 13:17:06 GMT 2019,0.1,11830
Wed Sep 25 13:17:11 GMT 2019,33,28420
Wed Sep 25 13:17:17 GMT 2019,33,34897
Wed Sep 25 13:17:43 GMT 2019,33,11903
Wed Sep 25 13:17:49 GMT 2019,32,31372
Wed Sep 25 13:17:54 GMT 2019,39,30552
Wed Sep 25 13:18:24 GMT 2019,19,11927
Wed Sep 25 13:18:30 GMT 2019,0.1,27616
Wed Sep 25 13:18:35 GMT 2019,23,31513
Wed Sep 25 13:19:02 GMT 2019,23,11804
Wed Sep 25 13:19:08 GMT 2019,32,34006
Wed Sep 25 13:19:13 GMT 2019,37,29665
Wed Sep 25 13:19:43 GMT 2019,19,11882
Wed Sep 25 13:19:49 GMT 2019,0.1,30495
Wed Sep 25 13:19:54 GMT 2019,0.1,29757
Wed Sep 25 13:20:21 GMT 2019,0.1,11940
Wed Sep 25 13:20:27 GMT 2019,0.1,27255
Wed Sep 25 13:20:32 GMT 2019,35,28611
Wed Sep 25 13:21:02 GMT 2019,0.1,11770
Wed Sep 25 13:21:08 GMT 2019,35,31708
Wed Sep 25 13:21:13 GMT 2019,35,29148
Wed Sep 25 13:21:40 GMT 2019,35,11853
Wed Sep 25 13:21:46 GMT 2019,30,27134
Wed Sep 25 13:21:51 GMT 2019,36,30141
Wed Sep 25 13:22:21 GMT 2019,19,11885
Wed Sep 25 13:22:27 GMT 2019,0.1,26675
Wed Sep 25 13:22:32 GMT 2019,0.1,33288
Wed Sep 25 13:22:59 GMT 2019,0.1,11956
Wed Sep 25 13:23:05 GMT 2019,0.1,28638
Wed Sep 25 13:23:10 GMT 2019,36,33438
Wed Sep 25 13:23:41 GMT 2019,0.1,11810
Wed Sep 25 13:23:46 GMT 2019,27,34530
Wed Sep 25 13:23:52 GMT 2019,27,30785
Wed Sep 25 13:24:18 GMT 2019,27,11857
Wed Sep 25 13:24:24 GMT 2019,32,29942
Wed Sep 25 13:24:29 GMT 2019,37,33865
Wed Sep 25 13:25:01 GMT 2019,0.1,11945
Wed Sep 25 13:25:07 GMT 2019,42,20342
Wed Sep 25 13:25:12 GMT 2019,42,14840
Wed Sep 25 13:25:38 GMT 2019,0.1,11786
Wed Sep 25 13:25:44 GMT 2019,0.1,35770
Wed Sep 25 13:25:49 GMT 2019,0.1,45163
Wed Sep 25 13:26:16 GMT 2019,27,11840
Wed Sep 25 13:26:22 GMT 2019,0.1,36371
Wed Sep 25 13:26:27 GMT 2019,0.1,45164
Wed Sep 25 13:26:53 GMT 2019,0.1,11865
Wed Sep 25 13:26:58 GMT 2019,0.1,34480
Wed Sep 25 13:27:04 GMT 2019,0.1,45239
Wed Sep 25 13:27:29 GMT 2019,0.1,11941
Wed Sep 25 13:27:35 GMT 2019,24,36325
Wed Sep 25 13:27:40 GMT 2019,24,37068
Wed Sep 25 13:28:06 GMT 2019,25,11877
Wed Sep 25 13:28:11 GMT 2019,28,33482
Wed Sep 25 13:28:17 GMT 2019,28,37042
Wed Sep 25 13:28:44 GMT 2019,28,11890
Wed Sep 25 13:28:49 GMT 2019,23,33528
Wed Sep 25 13:28:55 GMT 2019,23,45199
Wed Sep 25 13:29:22 GMT 2019,31,11937
Wed Sep 25 13:29:27 GMT 2019,25,37657
Wed Sep 25 13:29:33 GMT 2019,25,45152
Wed Sep 25 13:30:00 GMT 2019,30,11803
Wed Sep 25 13:30:05 GMT 2019,26,36305
Wed Sep 25 13:30:11 GMT 2019,26,45170
Wed Sep 25 13:30:37 GMT 2019,33,11866
Wed Sep 25 13:30:42 GMT 2019,0.1,31484
Wed Sep 25 13:30:48 GMT 2019,0.1,45111
Wed Sep 25 13:31:14 GMT 2019,0.1,11841
Wed Sep 25 13:31:20 GMT 2019,0.1,33024
Wed Sep 25 13:31:25 GMT 2019,0.1,45178
Wed Sep 25 13:31:51 GMT 2019,0.1,11992
Wed Sep 25 13:31:57 GMT 2019,21,36313
Wed Sep 25 13:32:02 GMT 2019,21,36941
Wed Sep 25 13:32:29 GMT 2019,28,11827
Wed Sep 25 13:32:34 GMT 2019,0.1,35807
Wed Sep 25 13:32:40 GMT 2019,0.1,45182
Wed Sep 25 13:33:06 GMT 2019,0.1,11951
Wed Sep 25 13:33:11 GMT 2019,23,33468
Wed Sep 25 13:33:17 GMT 2019,23,45171
Wed Sep 25 13:33:44 GMT 2019,30,11724
Wed Sep 25 13:33:49 GMT 2019,0.1,35906
Wed Sep 25 13:33:55 GMT 2019,0.1,45166
Wed Sep 25 13:34:20 GMT 2019,0.1,11879
Wed Sep 25 13:34:26 GMT 2019,21,29773
Wed Sep 25 13:34:31 GMT 2019,21,45055
Wed Sep 25 13:34:59 GMT 2019,30,11867
Wed Sep 25 13:35:04 GMT 2019,0.1,37382
Wed Sep 25 13:35:10 GMT 2019,0.1,45250
Wed Sep 25 13:35:35 GMT 2019,0.1,11997
Wed Sep 25 13:35:41 GMT 2019,0.1,32992
Wed Sep 25 13:35:47 GMT 2019,0.1,45326
Wed Sep 25 13:36:13 GMT 2019,0.1,10832
Wed Sep 25 13:36:18 GMT 2019,0.1,34853
Wed Sep 25 13:36:24 GMT 2019,0.1,45189
Wed Sep 25 13:36:50 GMT 2019,0.1,11896
